Velocity Center
7.920000000632516 0.012601733068797787
7.854000000650143 0.10306997975319782
7.788000000667771 -0.02311846927713032
7.722000000685398 -0.022959066734525146
7.656000000703025 0.10072340027414524
7.590000000720653 0.002670423703297913
7.52400000073828 0.015417271978259848
7.458000000755907 0.04070395244180172
7.3920000007735345 0.03626139485002442
7.326000000791161 0.16501347170429068
7.260000000808788 0.2623447225040135
7.194000000826416 0.5054845525605166
7.128000000844043 0.4770276527809077
7.06200000086167 0.18057027354069827
6.996000000879298 0.13722000733834028
6.930000000896925 0.1599920623885807
6.864000000914552 0.02800812092273167
6.79800000093218 -0.16577167094647388
6.732000000949807 -0.15637199123726864
6.666000000967434 0.046112582474852976
6.6000000009850615 0.12163316040930601
6.534000001002688 0.021359299289869342
6.468000001020315 0.08739181353769013
6.402000001037943 0.1948307134862378
6.336000001055569 -0.040668091006298
6.270000001073196 -0.10147567763229469
6.204000001090824 -0.18654643516763414
6.138000001108451 -0.12991140927230416
6.072000001126078 -0.19556988900165512
6.006000001143706 -0.2566367172748494
5.940000001161333 -0.2183562612693447
5.87400000117896 -0.1752597151118739
5.8080000011965875 -0.27116252845181005
5.7420000012142145 -0.5333290162450831
5.6760000012318415 -0.3178984759403125
5.610000001249469 -0.39633170134671136
5.544000001267096 -0.28238199777138656
5.478000001284723 0.09823208635452842
5.412000001302351 0.0990175384174315
5.346000001319978 0.12278183403161212
5.280000001337605 0.19965210179859316
5.214000001355233 0.07273696398438369
5.14800000137286 -0.02170878841582449
5.082000001390487 0.011853945098763356
5.0160000014081145 0.307935991802309
4.9500000014257415 0.1280351803086008
4.884000001443368 -0.03213189759474575
4.818000001460996 0.2632246741521321
4.752000001478623 0.814460690601279
4.68600000149625 0.42141195050391794
4.620000001513878 -0.034356405580822154
4.554000001531504 -0.08729075646341282
4.488000001549132 0.026423331672029145
4.42200000156676 0.6763382583921619
4.356000001584385 1.3600781453081165
4.290000001602013 1.580863781504632
4.224000001619641 1.3091531468052677
4.158000001637267 1.0393568749944588
4.0920000016548945 0.34255623164762355
4.026000001672522 -0.11496670255882149
3.9600000016901493 -0.05704452340130245
3.8940000017077763 0.19582790029272373
3.8280000017254037 0.45650461134776543
3.762000001743031 0.34925188671146196
3.696000001760658 0.31434624858991495
3.630000001778285 0.19449809532248313
3.564000001795913 0.07567548595874861
3.4980000018135398 0.08666301877222517
3.4320000018311667 0.24515388851860165
3.3660000018487946 0.18453180593118262
3.3000000018664215 0.291544358706457
3.2340000018840485 0.3135109528226388
3.1680000019016763 0.3976343346596855
3.1020000019193033 0.17339542752681658
3.03600000193693 -0.21426095240984963
2.970000001954558 -0.35036628626545735
2.9040000019721846 -0.24716258513596107
2.8380000019898115 -0.12738339745878535
2.7720000020074393 -0.10238975028229164
2.7060000020250663 -0.19196285609817723
2.6400000020426933 -0.3579249625443038
2.574000002060321 -0.19834571902470577
2.508000002077948 -0.0723236160249131
2.442000002095575 0.12891059218143006
2.376000002113203 0.09489912052507198
2.31000000213083 -0.16554525462249445
2.2440000021484567 -0.48625343925551184
2.1780000021660846 -0.43223452749158814
2.1120000021837115 -0.06500785194635127
2.0460000022013385 0.092037134864351
1.980000002218966 0.2429828044672841
1.914000002236593 0.14554725822261336
1.84800000225422 -0.052976241567977984
1.7820000022718478 -0.18276462876443528
1.7160000022894746 -0.4320292014560433
1.6500000023071015 -0.2205764847633613
1.5840000023247294 0.07882019364376584
1.5180000023423563 0.04080938551087855
1.4520000023599833 0.09794481361577048
1.3860000023776102 0.10523251951924692
1.320000002395238 0.04124413408051721
1.254000002412865 -0.05397115859451079
1.1880000024304918 -0.204632277325521
1.1220000024481196 -0.2763238783787255
1.0560000024657465 -0.17646853083780012
0.9900000024833735 0.010376534424679191
0.9240000025010013 0.12930651355962228
0.8580000025186282 0.1920013610456343
0.7920000025362551 0.19078302345484535
0.726000002553883 0.020010869911297406
0.6600000025715099 0.04620522390138985
0.5940000025891368 0.1571878635996955
0.5280000026067646 0.082930290634379
0.46200000262439156 0.012660390766422886
0.39600000264201846 -0.040701592370308265
0.3300000026596463 -0.2355286514837142
0.2640000026772732 -0.05089573105655451
0.19800000269490012 0.14295448655360588
0.13200000271252793 0.14196407242674497
0.06600000273015486 0.14613816865376253
2.7477817639010026e-09 0.19143238928295445
